Date,Start Time,End Time,Time Taken,QUESTION LINK,Code Link,Rating,Description,Solved,Learning
01-08-2024,17:00:22,17:05:04,4 minutes,https://leetcode.com/problems/number-of-matching-subsequences/description/,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/LEETCODE/DP/792.%20Number%20of%20Matching%20Subsequences.cpp,Medium,Find the number of strings which are a subsequence of a given string,No,Learned to keep track of the indices of characters of a string and use binary search to optimise on finding a string as a subsequence
01-08-2024,21:18:39,21:50:39,32 minutes,https://leetcode.com/problems/partition-array-for-maximum-sum/,https://github.com/ENAMINE1/CP-JOURNEY/tree/main/QUESTIONS/LEETCODE/DP/1043.%20Partition%20Array%20for%20Maximum%20Sum.cpp,Medium,Find the max sum of the array by replacing the elements in the array with the max element in a subarray,No,Enumerating all subarrays
